35.86912509	-84.16330182
35.86606467	-84.21411359
35.86662112	-84.16776502
35.86912509	-84.16330182
35.86606467	-84.21411359
35.86662112	-84.16776502
35.86912509	-84.16330182
35.86606467	-84.21411359
35.86662112	-84.16776502
35.86912509	-84.16330182
35.86606467	-84.21411359
35.86662112	-84.16776502
35.86912509	-84.16330182
35.86606467	-84.21411359
35.86662112	-84.16776502
35.86912509	-84.16330182
35.86606467	-84.21411359
35.86662112	-84.16776502
35.86912509	-84.16330182
35.86606467	-84.21411359
35.86662112	-84.16776502
35.86912509	-84.16330182
35.86606467	-84.21411359
35.86662112	-84.16776502
35.86912509	-84.16330182
35.86606467	-84.21411359
35.86662112	-84.16776502
35.86912509	-84.16330182
35.86606467	-84.21411359
35.86662112	-84.16776502
35.86912509	-84.16330182
35.86606467	-84.21411359
35.86662112	-84.16776502
35.86912509	-84.16330182
35.86606467	-84.21411359
35.86662112	-84.16776502
35.86912509	-84.16330182
35.86606467	-84.21411359
35.86662112	-84.16776502
35.86912509	-84.16330182
35.86606467	-84.21411359
35.86662112	-84.16776502
35.86912509	-84.16330182
35.86606467	-84.21411359
35.86662112	-84.16776502
35.86912509	-84.16330182
35.86606467	-84.21411359
35.86662112	-84.16776502
35.86912509	-84.16330182
35.86606467	-84.21411359
35.86662112	-84.16776502
35.86912509	-84.16330182
35.86606467	-84.21411359
35.86662112	-84.16776502
35.86912509	-84.16330182
35.86606467	-84.21411359
35.86662112	-84.16776502
35.86912509	-84.16330182
35.86606467	-84.21411359
35.86662112	-84.16776502
35.86912509	-84.16330182
35.86606467	-84.21411359
35.86662112	-84.16776502
35.86912509	-84.16330182
35.86606467	-84.21411359
35.86662112	-84.16776502
35.86912509	-84.16330182
35.86606467	-84.21411359
35.86662112	-84.16776502
35.86912509	-84.16330182
35.86606467	-84.21411359
35.86662112	-84.16776502
35.86912509	-84.16330182
35.86606467	-84.21411359
35.86662112	-84.16776502
35.86912509	-84.16330182
35.86606467	-84.21411359
35.86662112	-84.16776502
35.86912509	-84.16330182
35.86606467	-84.21411359
35.86662112	-84.16776502
35.86912509	-84.16330182
35.86606467	-84.21411359
35.86662112	-84.16776502
35.86912509	-84.16330182
35.86606467	-84.21411359
35.86662112	-84.16776502
35.86912509	-84.16330182
35.86606467	-84.21411359
35.86662112	-84.16776502
35.86912509	-84.16330182
35.86606467	-84.21411359
35.86662112	-84.16776502
35.86912509	-84.16330182
35.86606467	-84.21411359
35.86662112	-84.16776502
35.86912509	-84.16330182
35.86606467	-84.21411359
35.86662112	-84.16776502
35.86912509	-84.16330182

